State,ResidenceType_Urban,Household_members,HealthInsurance,Single_Parent,Religion,family_id
Uttar Pradesh,0,17,0,0,1,34411
Uttar Pradesh,0,17,0,0,1,34412
Uttar Pradesh,0,7,0,0,2,34413
Uttar Pradesh,0,5,0,0,1,34414
Uttar Pradesh,0,5,0,0,1,34415
Uttar Pradesh,0,3,0,0,1,34416
Uttar Pradesh,0,5,0,0,1,34417
Uttar Pradesh,0,5,0,0,1,34418
Uttar Pradesh,0,6,0,0,1,34419
Uttar Pradesh,0,9,0,0,1,34420
Uttar Pradesh,0,5,0,0,1,34421
Uttar Pradesh,0,3,0,0,1,34422
Uttar Pradesh,0,3,0,0,1,34423
Uttar Pradesh,0,4,0,0,1,34424
Uttar Pradesh,0,8,0,0,1,34425
Uttar Pradesh,0,3,0,0,1,34426
Uttar Pradesh,0,4,0,0,1,34427
Uttar Pradesh,0,5,0,0,1,34428
Uttar Pradesh,0,5,0,0,1,34429
Uttar Pradesh,0,4,0,0,1,34430
Uttar Pradesh,0,3,0,0,1,34431
Uttar Pradesh,0,8,0,0,1,34432
Uttar Pradesh,0,5,0,0,1,34433
Uttar Pradesh,0,6,0,0,1,34434
Uttar Pradesh,0,8,0,0,1,34435
Uttar Pradesh,0,6,0,0,1,34436
Uttar Pradesh,0,5,0,0,1,34437
Uttar Pradesh,0,5,0,0,1,34438
Uttar Pradesh,0,3,0,0,1,34439
Uttar Pradesh,0,5,0,0,1,34440
Uttar Pradesh,0,7,0,0,1,34441
Uttar Pradesh,0,4,0,0,1,34442
Uttar Pradesh,0,7,0,0,2,34443
Uttar Pradesh,0,7,0,0,2,34444
Uttar Pradesh,0,5,0,0,2,34445
Uttar Pradesh,0,4,0,0,1,34446
Uttar Pradesh,0,3,0,0,1,34447
Uttar Pradesh,0,7,0,0,1,34448
Uttar Pradesh,0,4,0,0,1,34449
Uttar Pradesh,0,5,0,0,2,34450
Uttar Pradesh,0,5,0,0,2,34451
Uttar Pradesh,0,6,0,0,1,34452
Uttar Pradesh,0,11,0,0,1,34453
Uttar Pradesh,0,6,0,0,1,34454
Uttar Pradesh,0,3,0,0,1,34455
Uttar Pradesh,0,7,0,0,1,34456
Uttar Pradesh,0,7,0,0,1,34457
Uttar Pradesh,0,5,0,0,1,34458
Uttar Pradesh,0,7,0,0,1,34459
Uttar Pradesh,0,7,0,0,1,34460
Uttar Pradesh,0,4,0,0,1,34461
Uttar Pradesh,0,7,0,0,1,34462
Uttar Pradesh,0,6,0,0,1,34463
Uttar Pradesh,0,11,0,0,1,34464
Uttar Pradesh,0,4,0,0,1,34465
Uttar Pradesh,0,8,0,0,1,34466
Uttar Pradesh,0,11,0,0,1,34467
Uttar Pradesh,0,5,0,0,1,34468
Uttar Pradesh,0,5,0,0,1,34469
Uttar Pradesh,0,4,0,0,1,34470
Uttar Pradesh,0,3,0,0,1,34471
Uttar Pradesh,0,5,0,0,1,34472
Uttar Pradesh,0,7,0,0,1,34473
Uttar Pradesh,0,3,0,0,1,34474
Uttar Pradesh,0,5,0,0,1,34475
Uttar Pradesh,0,10,0,0,1,34476
Uttar Pradesh,0,7,0,0,1,34477
Uttar Pradesh,0,7,0,0,1,34478
Uttar Pradesh,0,4,0,0,1,34479
Uttar Pradesh,0,4,0,0,1,34480
Uttar Pradesh,0,6,0,0,1,34481
Uttar Pradesh,0,5,0,0,1,34482
Uttar Pradesh,0,4,1,0,1,34483
Uttar Pradesh,0,7,1,0,1,34484
Uttar Pradesh,0,3,0,0,1,34485
Uttar Pradesh,0,6,0,0,1,34486
Uttar Pradesh,0,7,0,0,1,34487
Uttar Pradesh,0,3,0,0,1,34488
Uttar Pradesh,0,8,1,0,1,34489
Uttar Pradesh,0,5,0,0,1,34490
Uttar Pradesh,0,6,0,1,1,34491
Uttar Pradesh,0,7,0,1,1,34492
Uttar Pradesh,0,6,0,0,1,34493
Uttar Pradesh,0,5,0,0,1,34494
Uttar Pradesh,0,4,1,0,1,34495
Uttar Pradesh,0,4,0,0,1,34496
Uttar Pradesh,0,2,0,0,1,34497
Uttar Pradesh,0,14,0,0,1,34498
Uttar Pradesh,0,14,0,0,1,34499
Uttar Pradesh,0,14,0,0,1,34500
Uttar Pradesh,0,5,0,0,1,34501
Uttar Pradesh,0,4,0,0,1,34502
Uttar Pradesh,0,4,0,0,1,34503
Uttar Pradesh,0,8,0,0,1,34504
Uttar Pradesh,0,6,0,0,1,34505
Uttar Pradesh,0,8,0,0,1,34506
Uttar Pradesh,0,5,0,0,1,34507
Uttar Pradesh,0,5,0,0,1,34508
Uttar Pradesh,0,7,0,0,1,34509
Uttar Pradesh,0,4,0,0,1,34510
Uttar Pradesh,0,5,0,0,1,34511
Uttar Pradesh,0,5,0,0,1,34512
Uttar Pradesh,0,5,0,0,1,34513
Uttar Pradesh,0,6,0,0,1,34514
Uttar Pradesh,0,6,0,0,1,34515
Uttar Pradesh,0,7,0,0,2,34516
Uttar Pradesh,0,5,0,0,2,34517
Uttar Pradesh,0,4,0,0,2,34518
Uttar Pradesh,0,4,0,0,2,34519
Uttar Pradesh,0,6,0,0,1,34520
Uttar Pradesh,0,5,0,0,1,34521
Uttar Pradesh,0,6,0,0,2,34522
Uttar Pradesh,0,6,0,0,1,34523
Uttar Pradesh,0,13,1,0,1,34524
Uttar Pradesh,0,13,1,0,1,34525
Uttar Pradesh,0,5,0,0,1,34526
Uttar Pradesh,0,7,0,0,1,34527
Uttar Pradesh,0,8,0,0,1,34528
Uttar Pradesh,0,8,0,0,1,34529
Uttar Pradesh,0,5,0,0,1,34530
Uttar Pradesh,0,4,0,0,1,34531
Uttar Pradesh,0,6,0,0,1,34532
Uttar Pradesh,0,6,1,0,1,34533
Uttar Pradesh,0,4,0,0,1,34534
Uttar Pradesh,0,4,0,0,1,34535
Uttar Pradesh,0,3,0,0,1,34536
Uttar Pradesh,0,5,0,0,1,34537
Uttar Pradesh,0,9,0,0,2,34538
Uttar Pradesh,0,9,0,0,2,34539
Uttar Pradesh,0,5,0,0,1,34540
Uttar Pradesh,0,7,0,0,1,34541
Uttar Pradesh,0,7,0,1,1,34542
Uttar Pradesh,0,5,0,0,1,34543
Uttar Pradesh,0,9,0,0,1,34544
Uttar Pradesh,0,9,0,0,1,34545
Uttar Pradesh,0,7,0,0,1,34546
Uttar Pradesh,0,3,0,0,1,34547
Uttar Pradesh,0,4,0,0,1,34548
Uttar Pradesh,0,5,0,0,1,34549
Uttar Pradesh,0,4,0,0,1,34550
Uttar Pradesh,0,7,0,0,1,34551
Uttar Pradesh,0,6,0,0,1,34552
Uttar Pradesh,0,5,0,0,1,34553
Uttar Pradesh,0,7,0,0,1,34554
Uttar Pradesh,0,8,0,0,1,34555
Uttar Pradesh,0,4,0,0,1,34556
Uttar Pradesh,0,4,0,0,1,34557
Uttar Pradesh,0,6,0,0,2,34558
Uttar Pradesh,0,3,0,0,1,34559
Uttar Pradesh,0,5,0,0,1,34560
Uttar Pradesh,0,6,0,0,1,34561
Uttar Pradesh,0,3,0,0,1,34562
Uttar Pradesh,0,5,0,0,1,34563
Uttar Pradesh,0,7,0,0,1,34564
Uttar Pradesh,0,11,0,0,1,34565
Uttar Pradesh,0,5,0,0,1,34566
Uttar Pradesh,0,7,0,0,1,34567
Uttar Pradesh,1,7,0,0,1,34568
Uttar Pradesh,1,7,0,0,1,34569
Uttar Pradesh,1,12,1,0,1,34570
Uttar Pradesh,1,12,0,0,1,34571
Uttar Pradesh,1,7,0,0,1,34572
Uttar Pradesh,1,5,0,0,2,34573
Uttar Pradesh,1,5,0,0,1,34574
Uttar Pradesh,1,5,0,0,2,34575
Uttar Pradesh,1,3,0,0,1,34576
Uttar Pradesh,1,4,0,0,2,34577
Uttar Pradesh,1,7,0,0,1,34578
Uttar Pradesh,1,5,0,0,1,34579
Uttar Pradesh,1,4,0,0,2,34580
Uttar Pradesh,1,5,0,0,2,34581
Uttar Pradesh,1,6,0,0,2,34582
Uttar Pradesh,1,9,0,0,1,34583
Uttar Pradesh,1,7,0,0,1,34584
Uttar Pradesh,1,8,0,0,1,34585
Uttar Pradesh,1,4,0,0,1,34586
Uttar Pradesh,1,5,0,0,1,34587
Uttar Pradesh,1,8,0,0,1,34588
Uttar Pradesh,1,3,0,0,1,34589
Uttar Pradesh,1,8,0,0,1,34590
Uttar Pradesh,1,8,0,0,1,34591
Uttar Pradesh,1,5,0,0,1,34592
Uttar Pradesh,1,9,0,0,1,34593
Uttar Pradesh,1,3,0,0,1,34594
Uttar Pradesh,1,5,0,0,1,34595
Uttar Pradesh,1,4,0,0,1,34596
Uttar Pradesh,1,6,0,0,1,34597
Uttar Pradesh,1,6,1,0,1,34598
Uttar Pradesh,1,10,0,0,1,34599
Uttar Pradesh,0,3,0,0,1,34600
Uttar Pradesh,0,3,0,0,1,34601
Uttar Pradesh,0,4,0,0,1,34602
Uttar Pradesh,0,3,0,0,2,34603
Uttar Pradesh,0,3,0,0,1,34604
Uttar Pradesh,0,5,0,0,1,34605
Uttar Pradesh,0,9,0,0,1,34606
Uttar Pradesh,0,10,0,0,1,34607
Uttar Pradesh,0,10,0,0,1,34608
Uttar Pradesh,0,4,0,0,1,34609
Uttar Pradesh,0,8,0,0,1,34610
Uttar Pradesh,0,4,0,0,1,34611
Uttar Pradesh,0,4,0,0,1,34612
Uttar Pradesh,0,7,0,0,1,34613
Uttar Pradesh,0,7,0,0,1,34614
Uttar Pradesh,0,5,0,0,1,34615
Uttar Pradesh,0,8,0,0,1,34616
Uttar Pradesh,0,8,0,0,1,34617
Uttar Pradesh,0,4,0,0,1,34618
Uttar Pradesh,0,10,0,0,1,34619
Uttar Pradesh,0,7,0,0,1,34620
Uttar Pradesh,0,19,0,0,1,34621
Uttar Pradesh,0,7,0,0,1,34622
Uttar Pradesh,0,5,0,0,1,34623
Uttar Pradesh,0,7,0,0,1,34624
Uttar Pradesh,0,6,0,0,1,34625
Uttar Pradesh,0,3,0,0,1,34626
Uttar Pradesh,0,10,0,0,1,34627
Uttar Pradesh,0,10,0,0,1,34628
Uttar Pradesh,0,6,0,0,1,34629
Uttar Pradesh,0,5,0,0,1,34630
Uttar Pradesh,0,6,0,0,1,34631
Uttar Pradesh,0,5,0,0,1,34632
Uttar Pradesh,0,8,0,0,1,34633
Uttar Pradesh,0,8,0,0,1,34634
Uttar Pradesh,0,6,0,0,1,34635
Uttar Pradesh,0,10,0,0,1,34636
Uttar Pradesh,0,13,0,0,1,34637
Uttar Pradesh,0,8,0,0,1,34638
Uttar Pradesh,0,7,0,0,1,34639
Uttar Pradesh,0,5,0,0,1,34640
Uttar Pradesh,0,3,0,0,1,34641
Uttar Pradesh,0,6,0,0,2,34642
Uttar Pradesh,0,10,0,0,2,34643
Uttar Pradesh,0,4,0,0,1,34644
Uttar Pradesh,0,4,0,0,1,34645
Uttar Pradesh,0,4,0,0,1,34646
Uttar Pradesh,0,6,0,0,2,34647
Uttar Pradesh,0,16,0,0,2,34648
Uttar Pradesh,0,16,0,0,2,34649
Uttar Pradesh,0,3,0,0,1,34650
Uttar Pradesh,0,3,0,0,1,34651
Uttar Pradesh,0,7,0,0,1,34652
Uttar Pradesh,0,6,0,0,1,34653
Uttar Pradesh,0,7,0,0,1,34654
Uttar Pradesh,0,4,0,1,1,34655
Uttar Pradesh,0,3,0,0,1,34656
Uttar Pradesh,0,7,0,0,1,34657
Uttar Pradesh,0,4,0,0,1,34658
Uttar Pradesh,0,3,0,0,1,34659
Uttar Pradesh,0,5,0,0,1,34660
Uttar Pradesh,0,6,0,0,1,34661
Uttar Pradesh,0,8,0,0,1,34662
Uttar Pradesh,0,17,0,0,1,34663
Uttar Pradesh,0,14,0,0,1,34664
Uttar Pradesh,0,8,0,0,1,34665
Uttar Pradesh,0,9,0,0,1,34666
Uttar Pradesh,0,5,1,0,2,34667
Uttar Pradesh,0,6,0,0,1,34668
Uttar Pradesh,0,7,0,0,1,34669
Uttar Pradesh,0,7,0,0,1,34670
Uttar Pradesh,0,5,0,0,1,34671
Uttar Pradesh,0,14,0,0,1,34672
Uttar Pradesh,0,18,0,0,1,34673
Uttar Pradesh,0,5,0,0,1,34674
Uttar Pradesh,0,4,0,0,1,34675
Uttar Pradesh,0,6,0,0,1,34676
Uttar Pradesh,0,4,0,0,1,34677
Uttar Pradesh,0,6,0,0,1,34678
Uttar Pradesh,0,9,0,0,1,34679
Uttar Pradesh,0,9,0,0,1,34680
Uttar Pradesh,0,4,0,0,1,34681
Uttar Pradesh,0,4,0,0,1,34682
Uttar Pradesh,0,7,0,0,1,34683
Uttar Pradesh,0,6,0,0,1,34684
Uttar Pradesh,0,13,0,0,1,34685
Uttar Pradesh,0,16,0,0,1,34686
Uttar Pradesh,0,8,0,0,1,34687
Uttar Pradesh,0,8,1,0,1,34688
Uttar Pradesh,0,6,1,0,1,34689
Uttar Pradesh,0,10,1,0,1,34690
Uttar Pradesh,0,6,0,0,1,34691
Uttar Pradesh,0,8,0,0,1,34692
Uttar Pradesh,0,5,0,0,1,34693
Uttar Pradesh,0,7,0,0,1,34694
Uttar Pradesh,0,5,0,0,2,34695
Uttar Pradesh,0,19,0,0,1,34696
Uttar Pradesh,0,4,0,0,1,34697
Uttar Pradesh,0,2,1,0,1,34698
Uttar Pradesh,0,8,0,0,1,34699
Uttar Pradesh,0,10,0,0,1,34700
Uttar Pradesh,0,9,0,0,1,34701
Uttar Pradesh,0,3,1,0,1,34702
Uttar Pradesh,0,8,0,0,1,34703
Uttar Pradesh,0,12,0,0,2,34704
Uttar Pradesh,0,9,0,0,2,34705
Uttar Pradesh,0,10,0,0,2,34706
Uttar Pradesh,0,11,0,0,1,34707
Uttar Pradesh,0,3,0,0,1,34708
Uttar Pradesh,0,5,0,0,1,34709
Uttar Pradesh,0,5,0,0,1,34710
Uttar Pradesh,0,13,0,0,1,34711
Uttar Pradesh,0,5,0,0,1,34712
Uttar Pradesh,0,10,1,0,1,34713
Uttar Pradesh,0,4,0,0,1,34714
Uttar Pradesh,0,8,0,0,2,34715
Uttar Pradesh,0,9,0,0,1,34716
Uttar Pradesh,0,4,0,0,1,34717
Uttar Pradesh,0,4,0,0,1,34718
Uttar Pradesh,0,6,0,0,1,34719
Uttar Pradesh,0,5,0,0,1,34720
Uttar Pradesh,0,7,0,0,1,34721
Uttar Pradesh,0,10,0,0,1,34722
Uttar Pradesh,0,7,0,0,1,34723
Uttar Pradesh,0,10,0,0,1,34724
Uttar Pradesh,0,7,0,0,1,34725
Uttar Pradesh,0,5,0,0,2,34726
Uttar Pradesh,0,5,0,0,1,34727
Uttar Pradesh,0,3,0,0,1,34728
Uttar Pradesh,0,8,0,0,1,34729
Uttar Pradesh,0,5,0,0,1,34730
Uttar Pradesh,0,7,0,0,2,34731
Uttar Pradesh,0,4,0,0,1,34732
Uttar Pradesh,0,16,0,0,1,34733
Uttar Pradesh,0,3,1,0,1,34734
Uttar Pradesh,0,6,0,0,1,34735
Uttar Pradesh,0,8,0,0,1,34736
Uttar Pradesh,0,8,0,0,1,34737
Uttar Pradesh,0,9,0,0,1,34738
Uttar Pradesh,0,4,0,0,1,34739
Uttar Pradesh,0,4,0,0,1,34740
Uttar Pradesh,0,10,0,0,1,34741
Uttar Pradesh,0,10,0,0,1,34742
Uttar Pradesh,0,6,0,0,2,34743
Uttar Pradesh,0,9,0,0,1,34744
Uttar Pradesh,0,6,0,0,1,34745
Uttar Pradesh,0,9,0,0,1,34746
Uttar Pradesh,0,6,0,0,2,34747
Uttar Pradesh,0,9,0,0,1,34748
Uttar Pradesh,0,22,0,0,1,34749
Uttar Pradesh,0,6,0,0,1,34750
Uttar Pradesh,0,6,0,0,1,34751
Uttar Pradesh,0,8,0,0,1,34752
Uttar Pradesh,0,7,0,0,1,34753
Uttar Pradesh,0,5,0,0,1,34754
Uttar Pradesh,0,4,0,0,1,34755
Uttar Pradesh,0,6,0,0,1,34756
Uttar Pradesh,0,7,0,0,1,34757
Uttar Pradesh,0,10,0,0,1,34758
Uttar Pradesh,0,11,0,0,1,34759
Uttar Pradesh,0,9,0,0,1,34760
Uttar Pradesh,0,5,0,0,2,34761
Uttar Pradesh,0,7,0,0,1,34762
Uttar Pradesh,0,3,1,0,1,34763
Uttar Pradesh,0,7,0,0,1,34764
Uttar Pradesh,0,9,0,0,1,34765
Uttar Pradesh,0,6,0,0,1,34766
Uttar Pradesh,0,7,0,0,2,34767
Uttar Pradesh,0,4,0,1,2,34768
Uttar Pradesh,0,7,0,0,1,34769
Uttar Pradesh,0,4,0,0,1,34770
Uttar Pradesh,0,4,0,0,1,34771
Uttar Pradesh,0,5,0,0,1,34772
Uttar Pradesh,0,20,0,0,1,34773
Uttar Pradesh,0,10,0,0,1,34774
Uttar Pradesh,0,5,0,0,2,34775
Uttar Pradesh,0,5,1,0,1,34776
Uttar Pradesh,0,8,0,0,1,34777
Uttar Pradesh,0,5,0,0,1,34778
Uttar Pradesh,0,4,0,0,1,34779
Uttar Pradesh,0,4,0,0,1,34780
Uttar Pradesh,0,7,0,0,1,34781
Uttar Pradesh,0,8,0,0,1,34782
Uttar Pradesh,0,12,0,0,1,34783
Uttar Pradesh,0,7,0,0,1,34784
Uttar Pradesh,0,5,0,0,2,34785
Uttar Pradesh,0,2,0,0,1,34786
Uttar Pradesh,0,8,1,0,1,34787
Uttar Pradesh,1,8,0,0,2,34788
Uttar Pradesh,1,11,0,0,2,34789
Uttar Pradesh,1,7,0,0,2,34790
Uttar Pradesh,1,7,0,0,2,34791
Uttar Pradesh,1,8,0,0,1,34792
Uttar Pradesh,1,6,1,0,1,34793
Uttar Pradesh,1,13,1,0,1,34794
Uttar Pradesh,1,13,0,0,1,34795
Uttar Pradesh,1,4,0,0,1,34796
Uttar Pradesh,0,2,0,0,1,34797
Uttar Pradesh,0,7,0,0,1,34798
Uttar Pradesh,0,5,0,0,1,34799
Uttar Pradesh,0,7,0,0,1,34800
Uttar Pradesh,0,8,0,0,1,34801
Uttar Pradesh,0,6,0,0,1,34802
Uttar Pradesh,0,9,0,0,1,34803
Uttar Pradesh,0,3,0,0,1,34804
Uttar Pradesh,0,6,0,0,1,34805
Uttar Pradesh,0,5,0,0,1,34806
Uttar Pradesh,0,5,0,0,1,34807
Uttar Pradesh,0,10,0,0,1,34808
Uttar Pradesh,0,7,0,0,1,34809
Uttar Pradesh,0,7,0,0,1,34810
Uttar Pradesh,0,4,0,0,1,34811
Uttar Pradesh,0,5,0,0,1,34812
Uttar Pradesh,0,7,0,0,1,34813
Uttar Pradesh,0,4,0,0,1,34814
Uttar Pradesh,0,7,0,1,1,34815
Uttar Pradesh,0,14,0,0,1,34816
Uttar Pradesh,0,5,0,0,1,34817
Uttar Pradesh,0,4,0,0,1,34818
Uttar Pradesh,0,5,1,0,1,34819
Uttar Pradesh,0,5,0,0,1,34820
Uttar Pradesh,0,3,0,0,1,34821
Uttar Pradesh,0,3,0,0,1,34822
Uttar Pradesh,0,6,0,0,1,34823
Uttar Pradesh,0,10,0,0,2,34824
Uttar Pradesh,0,8,0,0,1,34825
Uttar Pradesh,0,9,0,0,2,34826
Uttar Pradesh,0,5,0,0,1,34827
Uttar Pradesh,0,7,0,0,2,34828
Uttar Pradesh,0,8,0,0,2,34829
Uttar Pradesh,0,4,0,0,1,34830
Uttar Pradesh,0,4,0,0,1,34831
Uttar Pradesh,0,4,0,0,1,34832
Uttar Pradesh,0,6,1,0,1,34833
Uttar Pradesh,0,6,0,0,1,34834
Uttar Pradesh,0,3,0,0,1,34835
Uttar Pradesh,0,5,1,0,1,34836
Uttar Pradesh,0,9,0,0,1,34837
Uttar Pradesh,0,10,0,0,1,34838
Uttar Pradesh,0,6,1,0,1,34839
Uttar Pradesh,0,8,0,0,1,34840
Uttar Pradesh,0,4,0,0,1,34841
Uttar Pradesh,0,4,1,0,1,34842
Uttar Pradesh,0,6,0,0,1,34843
Uttar Pradesh,0,7,1,0,1,34844
Uttar Pradesh,0,3,0,0,1,34845
Uttar Pradesh,0,5,0,0,1,34846
Uttar Pradesh,0,5,0,0,1,34847
Uttar Pradesh,0,5,0,0,1,34848
Uttar Pradesh,0,3,0,0,2,34849
Uttar Pradesh,0,8,0,0,1,34850
Uttar Pradesh,0,4,1,0,1,34851
Uttar Pradesh,0,6,1,0,1,34852
Uttar Pradesh,0,15,0,0,1,34853
Uttar Pradesh,0,15,0,0,1,34854
Uttar Pradesh,0,4,0,0,1,34855
Uttar Pradesh,0,5,0,0,1,34856
Uttar Pradesh,0,9,0,0,1,34857
Uttar Pradesh,0,7,0,0,1,34858
Uttar Pradesh,0,4,0,0,1,34859
Uttar Pradesh,0,7,0,0,1,34860
Uttar Pradesh,0,4,0,0,1,34861
Uttar Pradesh,0,5,0,0,1,34862
Uttar Pradesh,0,5,0,0,1,34863
Uttar Pradesh,0,6,0,0,1,34864
Uttar Pradesh,0,5,0,0,1,34865
Uttar Pradesh,0,7,0,0,1,34866
Uttar Pradesh,0,4,0,0,1,34867
Uttar Pradesh,0,5,0,0,1,34868
Uttar Pradesh,0,4,0,0,1,34869
Uttar Pradesh,0,6,0,0,1,34870
Uttar Pradesh,0,5,0,0,1,34871
Uttar Pradesh,0,8,0,0,1,34872
Uttar Pradesh,0,8,0,0,1,34873
Uttar Pradesh,0,8,0,0,1,34874
Uttar Pradesh,0,7,0,0,1,34875
Uttar Pradesh,0,6,1,0,1,34876
Uttar Pradesh,0,12,0,0,1,34877
Uttar Pradesh,0,12,1,0,1,34878
Uttar Pradesh,0,8,1,0,1,34879
Uttar Pradesh,0,6,1,0,1,34880
Uttar Pradesh,0,6,1,0,2,34881
Uttar Pradesh,0,11,0,0,2,34882
Uttar Pradesh,0,8,0,0,2,34883
Uttar Pradesh,0,2,0,0,1,34884
Uttar Pradesh,0,5,0,0,1,34885
Uttar Pradesh,0,7,0,0,1,34886
Uttar Pradesh,0,10,0,0,1,34887
Uttar Pradesh,0,10,0,0,1,34888
Uttar Pradesh,0,9,0,0,1,34889
Uttar Pradesh,0,12,0,0,1,34890
Uttar Pradesh,0,4,0,0,1,34891
Uttar Pradesh,0,8,0,0,1,34892
Uttar Pradesh,0,18,0,0,1,34893
Uttar Pradesh,0,6,0,0,1,34894
Uttar Pradesh,0,11,0,0,2,34895
Uttar Pradesh,0,4,0,0,1,34896
Uttar Pradesh,0,4,0,0,1,34897
Uttar Pradesh,0,3,0,0,1,34898
Uttar Pradesh,0,6,0,0,1,34899
Uttar Pradesh,0,6,0,0,1,34900
Uttar Pradesh,0,6,0,0,1,34901
Uttar Pradesh,0,5,0,0,1,34902
Uttar Pradesh,0,5,1,0,2,34903
Uttar Pradesh,0,4,0,0,1,34904
Uttar Pradesh,0,7,0,0,2,34905
Uttar Pradesh,0,3,0,0,1,34906
Uttar Pradesh,0,5,0,0,1,34907
Uttar Pradesh,0,7,0,0,1,34908
Uttar Pradesh,0,8,1,1,1,34909
Uttar Pradesh,0,9,0,0,1,34910
Uttar Pradesh,0,4,0,0,1,34911
Uttar Pradesh,0,6,0,0,1,34912
Uttar Pradesh,0,6,1,0,1,34913
Uttar Pradesh,0,7,0,0,1,34914
Uttar Pradesh,0,6,1,0,1,34915
Uttar Pradesh,0,6,0,0,1,34916
Uttar Pradesh,0,6,0,0,1,34917
Uttar Pradesh,0,5,0,0,1,34918
Uttar Pradesh,0,7,0,0,1,34919
Uttar Pradesh,0,4,0,0,2,34920
Uttar Pradesh,0,4,0,0,1,34921
Uttar Pradesh,0,5,0,0,2,34922
Uttar Pradesh,0,3,0,0,1,34923
Uttar Pradesh,0,6,0,0,1,34924
Uttar Pradesh,0,7,0,0,1,34925
Uttar Pradesh,0,9,0,0,1,34926
Uttar Pradesh,0,6,0,0,1,34927
Uttar Pradesh,0,7,0,0,1,34928
Uttar Pradesh,0,14,0,0,1,34929
Uttar Pradesh,0,9,0,0,1,34930
Uttar Pradesh,0,5,0,0,1,34931
Uttar Pradesh,0,4,0,0,1,34932
Uttar Pradesh,0,5,0,0,1,34933
Uttar Pradesh,0,8,0,0,1,34934
Uttar Pradesh,0,5,0,0,1,34935
Uttar Pradesh,0,8,0,0,1,34936
Uttar Pradesh,0,4,0,0,1,34937
Uttar Pradesh,0,11,0,0,1,34938
Uttar Pradesh,0,8,0,0,1,34939
Uttar Pradesh,0,11,0,0,1,34940
Uttar Pradesh,0,5,0,0,1,34941
Uttar Pradesh,0,5,0,0,1,34942
Uttar Pradesh,0,5,0,0,1,34943
Uttar Pradesh,0,7,1,0,1,34944
Uttar Pradesh,0,5,0,0,1,34945
Uttar Pradesh,0,7,0,0,1,34946
Uttar Pradesh,0,5,0,0,1,34947
Uttar Pradesh,0,4,0,0,1,34948
Uttar Pradesh,0,11,0,0,1,34949
Uttar Pradesh,0,8,0,0,1,34950
Uttar Pradesh,0,6,0,0,1,34951
Uttar Pradesh,0,4,0,0,2,34952
Uttar Pradesh,0,9,0,0,1,34953
Uttar Pradesh,0,5,0,0,1,34954
Uttar Pradesh,0,7,1,0,1,34955
Uttar Pradesh,0,4,0,0,1,34956
Uttar Pradesh,0,4,0,0,1,34957
Uttar Pradesh,0,3,0,0,1,34958
Uttar Pradesh,0,6,0,0,1,34959
Uttar Pradesh,0,7,0,0,1,34960
Uttar Pradesh,0,7,0,0,1,34961
Uttar Pradesh,0,5,0,0,1,34962
Uttar Pradesh,0,8,1,0,1,34963
Uttar Pradesh,0,3,0,0,1,34964
Uttar Pradesh,0,11,0,0,2,34965
Uttar Pradesh,0,7,1,0,1,34966
Uttar Pradesh,0,4,0,0,2,34967
Uttar Pradesh,0,6,0,0,1,34968
Uttar Pradesh,0,8,0,0,1,34969
Uttar Pradesh,0,9,0,0,1,34970
Uttar Pradesh,0,11,0,0,1,34971
Uttar Pradesh,0,8,0,0,1,34972
Uttar Pradesh,0,8,1,0,1,34973
Uttar Pradesh,0,5,0,0,1,34974
Uttar Pradesh,0,5,0,0,1,34975
Uttar Pradesh,0,7,0,0,1,34976
Uttar Pradesh,0,3,0,0,1,34977
Uttar Pradesh,0,5,0,0,1,34978
Uttar Pradesh,0,8,1,0,1,34979
Uttar Pradesh,0,15,0,0,1,34980
Uttar Pradesh,0,9,0,0,1,34981
Uttar Pradesh,0,11,0,0,2,34982
Uttar Pradesh,0,15,0,0,1,34983
Uttar Pradesh,0,3,0,0,1,34984
Uttar Pradesh,0,8,0,0,1,34985
Uttar Pradesh,0,6,0,0,1,34986
Uttar Pradesh,0,5,0,0,1,34987
Uttar Pradesh,0,6,0,0,1,34988
Uttar Pradesh,0,5,0,0,1,34989
Uttar Pradesh,0,10,0,0,1,34990
Uttar Pradesh,0,4,0,0,1,34991
Uttar Pradesh,0,5,0,0,1,34992
Uttar Pradesh,1,6,0,0,1,34993
Uttar Pradesh,1,4,0,0,1,34994
Uttar Pradesh,1,4,0,0,1,34995
Uttar Pradesh,1,6,0,0,1,34996
Uttar Pradesh,1,10,0,0,1,34997
Uttar Pradesh,1,3,0,0,1,34998
Uttar Pradesh,1,15,0,0,1,34999
Uttar Pradesh,1,5,0,0,1,35000
Uttar Pradesh,1,5,0,0,1,35001
Uttar Pradesh,1,3,0,0,1,35002
Uttar Pradesh,1,7,0,0,1,35003
Uttar Pradesh,1,6,0,0,1,35004
Uttar Pradesh,1,6,0,0,2,35005
Uttar Pradesh,1,5,0,0,1,35006
Uttar Pradesh,1,10,1,0,1,35007
Uttar Pradesh,1,4,0,0,1,35008
Uttar Pradesh,1,9,0,0,1,35009
Uttar Pradesh,1,6,0,0,1,35010
Uttar Pradesh,0,11,0,0,1,35011
Uttar Pradesh,0,11,0,0,1,35012
Uttar Pradesh,0,2,0,0,2,35013
Uttar Pradesh,0,7,0,0,1,35014
Uttar Pradesh,0,11,0,0,1,35015
Uttar Pradesh,0,6,0,0,1,35016
